Nombre,Numero,Posicion,Fecha_Nacimiento,Lugar_Nacimiento,Altura,Peso,Temporada,Equipo,Competicion,Iniciados,Bancas,Goles,Asistencias,Disparos,Al_Arco,Cometidas,Recibidas,Amarillas,Rojas
Javier Zanetti,Nombre Completo: Javier Aldemar Zanetti ,Número: 4 ,Edad: 41 ,Fecha de nacimiento: 10/ago/1973 ,"Lugar de nacimiento: Buenos Aires, Argentina ",Altura: 1.78m ,"
Estadísticas 2003/04 ",Argentina,Int,2,0,1,0,0,0,0,0,0,0
Javier Zanetti,Nombre Completo: Javier Aldemar Zanetti ,Número: 4 ,Edad: 41 ,Fecha de nacimiento: 10/ago/1973 ,"Lugar de nacimiento: Buenos Aires, Argentina ",Altura: 1.78m ,"
Estadísticas 2002/03 ",Argentina,Int,1,0,0,0,0,0,0,0,0,0
Javier Zanetti,Nombre Completo: Javier Aldemar Zanetti ,Número: 4 ,Edad: 41 ,Fecha de nacimiento: 10/ago/1973 ,"Lugar de nacimiento: Buenos Aires, Argentina ",Altura: 1.78m ,"
Estadísticas 2002/03 ",Argentina,WC,3,0,0,0,4,2,2,4,0,0
Javier Zanetti,Nombre Completo: Javier Aldemar Zanetti ,Número: 4 ,Edad: 41 ,Fecha de nacimiento: 10/ago/1973 ,"Lugar de nacimiento: Buenos Aires, Argentina ",Altura: 1.78m ,"
Estadísticas 2002/03 ",Inter Milan,UCL,17,0,0,0,0,0,0,0,1,0
Javier Zanetti,Nombre Completo: Javier Aldemar Zanetti ,Número: 4 ,Edad: 41 ,Fecha de nacimiento: 10/ago/1973 ,"Lugar de nacimiento: Buenos Aires, Argentina ",Altura: 1.78m ,"
Estadísticas 2002/03 ",Inter Milan,Serie A,32,2,1,0,0,0,0,0,3,0
Javier Zanetti,Nombre Completo: Javier Aldemar Zanetti ,Número: 4 ,Edad: 41 ,Fecha de nacimiento: 10/ago/1973 ,"Lugar de nacimiento: Buenos Aires, Argentina ",Altura: 1.78m ,"
Estadísticas 2001/02 ",Inter Milan,Serie A,28,0,0,0,0,0,0,0,4,0
Javier Zanetti,Nombre Completo: Javier Aldemar Zanetti ,Número: 4 ,Edad: 41 ,Fecha de nacimiento: 10/ago/1973 ,"Lugar de nacimiento: Buenos Aires, Argentina ",Altura: 1.78m ,"
Estadísticas 2001/02 ",Inter Milan,UEFA,9,0,1,0,0,0,0,0,1,0
Javier Zanetti,Nombre Completo: Javier Aldemar Zanetti ,Número: 4 ,Edad: 41 ,Fecha de nacimiento: 10/ago/1973 ,"Lugar de nacimiento: Buenos Aires, Argentina ",Altura: 1.78m ,"
Estadísticas 1998/99 ",Argentina,WC,5,0,0,0,0,0,0,0,0,0
Javier Zanetti,Nombre Completo: Javier Aldemar Zanetti ,Número: 4 ,Edad: 41 ,Fecha de nacimiento: 10/ago/1973 ,"Lugar de nacimiento: Buenos Aires, Argentina ",Altura: 1.78m ,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",WC,5,0,0,0,0,0,0,0,0,0
José Antonio Chamot,Número: 22 ,Posición: Defensa ,Fecha de nacimiento: 17/may/1969 ,"Lugar de nacimiento: Concepción, Argentina ",Altura: 1.85m ,Peso: 78 kg ,"
Estadísticas 2002/03 ",Argentina,WC,1,0,0,0,0,0,2,1,1,0
José Antonio Chamot,Número: 22 ,Posición: Defensa ,Fecha de nacimiento: 17/may/1969 ,"Lugar de nacimiento: Concepción, Argentina ",Altura: 1.85m ,Peso: 78 kg ,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",WC,1,0,0,0,0,0,2,1,1,0
Claudio López,Número: 7 ,Posición: Delantero ,Fecha de nacimiento: 17/jul/1974 ,"Lugar de nacimiento: Córdoba, Argentina ",Altura: 1.78m ,Peso: 75 kg ,"
Estadísticas 2006/07 ",América,Prim - Apertura 2006,14,2,4,4,28,15,3,5,2,0
Claudio López,Número: 7 ,Posición: Delantero ,Fecha de nacimiento: 17/jul/1974 ,"Lugar de nacimiento: Córdoba, Argentina ",Altura: 1.78m ,Peso: 75 kg ,"
Estadísticas 2006/07 ",América,Prim - Clausura 2006,0,0,2,2,13,7,5,5,1,0
Claudio López,Número: 7 ,Posición: Delantero ,Fecha de nacimiento: 17/jul/1974 ,"Lugar de nacimiento: Córdoba, Argentina ",Altura: 1.78m ,Peso: 75 kg ,"
Estadísticas 2005/06 ",América,Sud,3,1,0,0,0,0,0,2,0,0
Claudio López,Número: 7 ,Posición: Delantero ,Fecha de nacimiento: 17/jul/1974 ,"Lugar de nacimiento: Córdoba, Argentina ",Altura: 1.78m ,Peso: 75 kg ,"
Estadísticas 2005/06 ",América,Prim - Apertura 2005,0,0,3,2,35,21,2,3,6,0
Claudio López,Número: 7 ,Posición: Delantero ,Fecha de nacimiento: 17/jul/1974 ,"Lugar de nacimiento: Córdoba, Argentina ",Altura: 1.78m ,Peso: 75 kg ,"
Estadísticas 2005/06 ",América,Prim - Clausura 2005,0,0,9,4,49,30,6,12,4,0
Claudio López,Número: 7 ,Posición: Delantero ,Fecha de nacimiento: 17/jul/1974 ,"Lugar de nacimiento: Córdoba, Argentina ",Altura: 1.78m ,Peso: 75 kg ,"
Estadísticas 2004/05 ",América,Prim - Apertura 2004,0,0,4,0,38,26,4,9,3,0
Claudio López,Número: 7 ,Posición: Delantero ,Fecha de nacimiento: 17/jul/1974 ,"Lugar de nacimiento: Córdoba, Argentina ",Altura: 1.78m ,Peso: 75 kg ,"
Estadísticas 2002/03 ",Argentina,WC,2,0,0,0,4,0,1,0,0,0
Claudio López,Número: 7 ,Posición: Delantero ,Fecha de nacimiento: 17/jul/1974 ,"Lugar de nacimiento: Córdoba, Argentina ",Altura: 1.78m ,Peso: 75 kg ,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",WC,2,0,0,0,4,0,1,0,0,0
Claudio Husaín,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 20/nov/1974 ,"Lugar de nacimiento: Buenos Aires, Argentina ",Altura: 1.77m ,Peso: 75 kg ,"
Estadísticas 2006/07 ",San Lorenzo,Sud,2,0,0,0,0,0,2,0,0,0
Claudio Husaín,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 20/nov/1974 ,"Lugar de nacimiento: Buenos Aires, Argentina ",Altura: 1.77m ,Peso: 75 kg ,"
Estadísticas 2005/06 ",Newell's Old Boys,Lib,7,0,0,0,0,0,12,4,3,1
Claudio Husaín,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 20/nov/1974 ,"Lugar de nacimiento: Buenos Aires, Argentina ",Altura: 1.77m ,Peso: 75 kg ,"
Estadísticas 2005/06 ",U.A.N.L,Prim - Clausura 2005,0,0,0,0,2,0,6,0,2,1
Claudio Husaín,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 20/nov/1974 ,"Lugar de nacimiento: Buenos Aires, Argentina ",Altura: 1.77m ,Peso: 75 kg ,"
Estadísticas 2004/05 ",U.A.N.L,Prim - Apertura 2004,0,0,2,0,13,4,16,4,7,0
Claudio Husaín,Número: 4 ,Posición: Volante ,Fecha de nacimiento: 20/nov/1974 ,"Lugar de nacimiento: Buenos Aires, Argentina ",Altura: 1.77m ,Peso: 75 kg ,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",Prim - Apertura 2004,0,0,2,0,13,4,16,4,7,0
Marcelo Gallardo,Número: 10 ,Posición: Volante ,Fecha de nacimiento: 18/ene/1976 ,"Lugar de nacimiento: Buenos Aires, Argentina ",Altura: 1.69m ,Peso: 70 kg ,"
Estadísticas 2006/07 ",River Plate,Sud,1,0,0,0,0,0,1,3,0,0
Marcelo Gallardo,Número: 10 ,Posición: Volante ,Fecha de nacimiento: 18/ene/1976 ,"Lugar de nacimiento: Buenos Aires, Argentina ",Altura: 1.69m ,Peso: 70 kg ,"
Estadísticas 2005/06 ",River Plate,Sud,2,0,0,0,0,0,3,4,0,0
Marcelo Gallardo,Número: 10 ,Posición: Volante ,Fecha de nacimiento: 18/ene/1976 ,"Lugar de nacimiento: Buenos Aires, Argentina ",Altura: 1.69m ,Peso: 70 kg ,"
Estadísticas 2005/06 ",River Plate,Lib,8,1,0,0,0,0,11,22,2,1
Marcelo Gallardo,Número: 10 ,Posición: Volante ,Fecha de nacimiento: 18/ene/1976 ,"Lugar de nacimiento: Buenos Aires, Argentina ",Altura: 1.69m ,Peso: 70 kg ,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",Lib,8,1,0,0,0,0,11,22,2,1
Diego Pablo Simeone,Posición: Volante ,Lugar de nacimiento: Argentina ,NoDisp,NoDisp,0.0,NoDisp,"
Estadísticas 2009/10 ",San Lorenzo,Prim A - Apertura 2009,0,0,0,0,0,0,0,0,0,1
Diego Pablo Simeone,Posición: Volante ,Lugar de nacimiento: Argentina ,NoDisp,NoDisp,0.0,NoDisp,"
Estadísticas 2008/09 ",River Plate,Sud,0,0,0,0,0,0,0,0,0,1
Diego Pablo Simeone,Posición: Volante ,Lugar de nacimiento: Argentina ,NoDisp,NoDisp,0.0,NoDisp,"
Estadísticas 2007/08 ",River Plate,Prim A - Clausura 2008,0,0,0,0,0,0,0,0,0,1
Diego Pablo Simeone,Posición: Volante ,Lugar de nacimiento: Argentina ,NoDisp,NoDisp,0.0,NoDisp,"
Estadísticas 2006/07 ",Estudiantes La Plata,Prim A - Clausura 2007,0,0,0,0,0,0,0,0,0,1
Diego Pablo Simeone,Posición: Volante ,Lugar de nacimiento: Argentina ,NoDisp,NoDisp,0.0,NoDisp,"
Estadísticas 2005/06 ",Racing Club,Prim A - Clausura 2006,4,1,0,0,4,2,5,4,1,0
Diego Pablo Simeone,Posición: Volante ,Lugar de nacimiento: Argentina ,NoDisp,NoDisp,0.0,NoDisp,"
Estadísticas 2005/06 ",Racing Club,Prim A - Apertura 2005,15,0,1,1,3,0,9,6,5,0
Diego Pablo Simeone,Posición: Volante ,Lugar de nacimiento: Argentina ,NoDisp,NoDisp,0.0,NoDisp,"
Estadísticas 2002/03 ",Argentina,WC,2,0,0,0,0,0,3,5,1,0
Diego Pablo Simeone,Posición: Volante ,Lugar de nacimiento: Argentina ,NoDisp,NoDisp,0.0,NoDisp,"
Estadísticas 1998/99 ",Argentina,WC,4,0,0,0,0,0,0,0,1,0
Diego Pablo Simeone,Posición: Volante ,Lugar de nacimiento: Argentina ,NoDisp,NoDisp,0.0,NoDisp,"
Estadísticas 1994/95 ",Argentina,WC,4,0,0,0,0,0,0,0,0,0
Diego Pablo Simeone,Posición: Volante ,Lugar de nacimiento: Argentina ,NoDisp,NoDisp,0.0,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",WC,4,0,0,0,0,0,0,0,0,0
Kily González,Nombre Completo: Cristian González ,Número: 5 ,Edad: 40 ,Fecha de nacimiento: 4/ago/1974 ,"Lugar de nacimiento: Santa Fé, Argentina ",Altura: 1.78m ,"
Estadísticas 2010/11 ",Rosario Central,Nac B - Temporada Regular 2010-11,15,2,2,0,2,2,0,0,4,1
Kily González,Nombre Completo: Cristian González ,Número: 5 ,Edad: 40 ,Fecha de nacimiento: 4/ago/1974 ,"Lugar de nacimiento: Santa Fé, Argentina ",Altura: 1.78m ,"
Estadísticas 2009/10 ",San Lorenzo,Sud,5,0,1,0,5,3,4,12,1,0
Kily González,Nombre Completo: Cristian González ,Número: 5 ,Edad: 40 ,Fecha de nacimiento: 4/ago/1974 ,"Lugar de nacimiento: Santa Fé, Argentina ",Altura: 1.78m ,"
Estadísticas 2009/10 ",San Lorenzo,Prim A - Clausura 2010,15,1,0,0,6,3,13,38,6,0
Kily González,Nombre Completo: Cristian González ,Número: 5 ,Edad: 40 ,Fecha de nacimiento: 4/ago/1974 ,"Lugar de nacimiento: Santa Fé, Argentina ",Altura: 1.78m ,"
Estadísticas 2009/10 ",San Lorenzo,Prim A - Apertura 2009,12,4,0,0,9,6,13,21,2,0
Kily González,Nombre Completo: Cristian González ,Número: 5 ,Edad: 40 ,Fecha de nacimiento: 4/ago/1974 ,"Lugar de nacimiento: Santa Fé, Argentina ",Altura: 1.78m ,"
Estadísticas 2008/09 ",Rosario Central,Prim A - Clausura 2009,12,0,1,0,10,4,11,23,2,0
Kily González,Nombre Completo: Cristian González ,Número: 5 ,Edad: 40 ,Fecha de nacimiento: 4/ago/1974 ,"Lugar de nacimiento: Santa Fé, Argentina ",Altura: 1.78m ,"
Estadísticas 2008/09 ",Rosario Central,Prim A - Apertura 2008,13,1,2,0,6,3,17,27,6,0
Kily González,Nombre Completo: Cristian González ,Número: 5 ,Edad: 40 ,Fecha de nacimiento: 4/ago/1974 ,"Lugar de nacimiento: Santa Fé, Argentina ",Altura: 1.78m ,"
Estadísticas 2007/08 ",Rosario Central,Prim A - Clausura 2008,17,0,4,1,29,11,10,32,6,0
Kily González,Nombre Completo: Cristian González ,Número: 5 ,Edad: 40 ,Fecha de nacimiento: 4/ago/1974 ,"Lugar de nacimiento: Santa Fé, Argentina ",Altura: 1.78m ,"
Estadísticas 2007/08 ",Rosario Central,Prim A - Apertura 2007,6,1,0,1,6,3,5,10,2,1
Kily González,Nombre Completo: Cristian González ,Número: 5 ,Edad: 40 ,Fecha de nacimiento: 4/ago/1974 ,"Lugar de nacimiento: Santa Fé, Argentina ",Altura: 1.78m ,"
Estadísticas 2006/07 ",Rosario Central,Prim A - Clausura 2007,15,0,2,0,3,1,2,11,0,1
Kily González,Nombre Completo: Cristian González ,Número: 5 ,Edad: 40 ,Fecha de nacimiento: 4/ago/1974 ,"Lugar de nacimiento: Santa Fé, Argentina ",Altura: 1.78m ,"
Estadísticas 2006/07 ",Rosario Central,Prim A - Apertura 2006,16,0,1,6,4,5,13,14,5,1
Kily González,Nombre Completo: Cristian González ,Número: 5 ,Edad: 40 ,Fecha de nacimiento: 4/ago/1974 ,"Lugar de nacimiento: Santa Fé, Argentina ",Altura: 1.78m ,"
Estadísticas 2004/05 ",Argentina,Copa Am,6,0,0,4,1,1,9,22,1,0
Kily González,Nombre Completo: Cristian González ,Número: 5 ,Edad: 40 ,Fecha de nacimiento: 4/ago/1974 ,"Lugar de nacimiento: Santa Fé, Argentina ",Altura: 1.78m ,"
Estadísticas 2002/03 ",Argentina,WC,1,0,0,0,4,2,3,5,1,0
Kily González,Nombre Completo: Cristian González ,Número: 5 ,Edad: 40 ,Fecha de nacimiento: 4/ago/1974 ,"Lugar de nacimiento: Santa Fé, Argentina ",Altura: 1.78m ,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",WC,1,0,0,0,4,2,3,5,1,0
Pablo Cavallero,Número: 12 ,Posición: Arquero ,Fecha de nacimiento: 13/abr/1974 ,"Lugar de nacimiento: Buenos Aires, Argentina ",Altura: 1.88m ,Peso: 78 kg ,"
Estadísticas 2004/05 ",Argentina,Copa Am,1,0,0,1,0,0,0,0,0,0
Pablo Cavallero,Número: 12 ,Posición: Arquero ,Fecha de nacimiento: 13/abr/1974 ,"Lugar de nacimiento: Buenos Aires, Argentina ",Altura: 1.88m ,Peso: 78 kg ,"
Estadísticas 2002/03 ",Argentina,WC,3,0,7,1,0,1,0,0,0,0
Pablo Cavallero,Número: 12 ,Posición: Arquero ,Fecha de nacimiento: 13/abr/1974 ,"Lugar de nacimiento: Buenos Aires, Argentina ",Altura: 1.88m ,Peso: 78 kg ,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",WC,3,0,7,1,0,1,0,0,0,0
Mauricio Roberto Pochettino,Número: 4 ,Posición: Defensa ,Fecha de nacimiento: 2/mar/1972 ,"Lugar de nacimiento: Santa Fé, Argentina ",Altura: 1.82m ,Peso: 80 kg ,"
Estadísticas 2002/03 ",Argentina,WC,3,0,0,0,3,1,8,4,0,0
Mauricio Roberto Pochettino,Número: 4 ,Posición: Defensa ,Fecha de nacimiento: 2/mar/1972 ,"Lugar de nacimiento: Santa Fé, Argentina ",Altura: 1.82m ,Peso: 80 kg ,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",WC,3,0,0,0,3,1,8,4,0,0
Walter Adrián Samuel,Número: 2 ,Posición: Defensa ,Fecha de nacimiento: 23/mar/1978 ,"Lugar de nacimiento: Córdoba, Argentina ",Altura: 1.82m ,Peso: 73 kg ,"
Estadísticas 2005/06 ",Argentina,Conf,2,0,0,0,0,0,6,2,2,0
Walter Adrián Samuel,Número: 2 ,Posición: Defensa ,Fecha de nacimiento: 23/mar/1978 ,"Lugar de nacimiento: Córdoba, Argentina ",Altura: 1.82m ,Peso: 73 kg ,"
Estadísticas 2002/03 ",Argentina,WC,3,0,0,0,0,0,7,1,1,0
Walter Adrián Samuel,Número: 2 ,Posición: Defensa ,Fecha de nacimiento: 23/mar/1978 ,"Lugar de nacimiento: Córdoba, Argentina ",Altura: 1.82m ,Peso: 73 kg ,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",WC,3,0,0,0,0,0,7,1,1,0
Juan Pablo Sorín,Posición: Defensa ,Edad: 38 ,"Lugar de nacimiento: Buenos Aires, Argentina ",Altura: 1.73m ,Peso: 65 kg ,NoDisp,"
Estadísticas 2009/10 ",Cruzeiro,Bras - Brasileirao 2009,1,0,0,0,0,0,0,0,0,0
Juan Pablo Sorín,Posición: Defensa ,Edad: 38 ,"Lugar de nacimiento: Buenos Aires, Argentina ",Altura: 1.73m ,Peso: 65 kg ,NoDisp,"
Estadísticas 2008/09 ",Cruzeiro,Lib,1,0,0,0,0,0,0,0,0,0
Juan Pablo Sorín,Posición: Defensa ,Edad: 38 ,"Lugar de nacimiento: Buenos Aires, Argentina ",Altura: 1.73m ,Peso: 65 kg ,NoDisp,"
Estadísticas 2005/06 ",Argentina,Conf,5,0,0,0,0,0,8,10,1,0
Juan Pablo Sorín,Posición: Defensa ,Edad: 38 ,"Lugar de nacimiento: Buenos Aires, Argentina ",Altura: 1.73m ,Peso: 65 kg ,NoDisp,"
Estadísticas 2004/05 ",Argentina,Copa Am,6,0,0,4,1,1,6,2,1,0
Juan Pablo Sorín,Posición: Defensa ,Edad: 38 ,"Lugar de nacimiento: Buenos Aires, Argentina ",Altura: 1.73m ,Peso: 65 kg ,NoDisp,"
Estadísticas 2002/03 ",Argentina,WC,3,0,0,0,5,2,4,2,0,0
Juan Pablo Sorín,Posición: Defensa ,Edad: 38 ,"Lugar de nacimiento: Buenos Aires, Argentina ",Altura: 1.73m ,Peso: 65 kg ,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",WC,3,0,0,0,5,2,4,2,0,0
Augusto Andaveris,Número: 22 ,Posición: Delantero ,NoDisp,NoDisp,0.0,NoDisp,"
Estadísticas 2005/06 ",Bolívar,Sud,2,0,0,0,0,0,4,1,0,0
Augusto Andaveris,Número: 22 ,Posición: Delantero ,NoDisp,NoDisp,0.0,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",Sud,2,0,0,0,0,0,4,1,0,0
Martín Menacho,Edad: 41 ,Fecha de nacimiento: 7/ago/1973 ,Altura: 1.82m ,NoDisp,0.0,NoDisp,"
Estadísticas 2006/07 ",Bolívar,Sud,1,1,0,0,0,0,0,1,1,1
Martín Menacho,Edad: 41 ,Fecha de nacimiento: 7/ago/1973 ,Altura: 1.82m ,NoDisp,0.0,NoDisp,"
Estadísticas 2005/06 ",Bolívar,Lib,6,0,0,0,0,0,7,10,2,0
Martín Menacho,Edad: 41 ,Fecha de nacimiento: 7/ago/1973 ,Altura: 1.82m ,NoDisp,0.0,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",Lib,6,0,0,0,0,0,7,10,2,0
Percy Colque,Número: 11 ,Posición: Volante ,Fecha de nacimiento: 23/oct/1976 ,"Lugar de nacimiento: La Paz, Bolivia ",Altura: 1.67m ,Peso: 67 kg ,"
Estadísticas 2006/07 ",Real Potosí,Lib,3,0,0,0,0,0,1,5,0,0
Percy Colque,Número: 11 ,Posición: Volante ,Fecha de nacimiento: 23/oct/1976 ,"Lugar de nacimiento: La Paz, Bolivia ",Altura: 1.67m ,Peso: 67 kg ,"
Estadísticas 2005/06 ",Bolívar,Sud,1,0,0,0,0,0,1,2,1,0
Percy Colque,Número: 11 ,Posición: Volante ,Fecha de nacimiento: 23/oct/1976 ,"Lugar de nacimiento: La Paz, Bolivia ",Altura: 1.67m ,Peso: 67 kg ,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",Sud,1,0,0,0,0,0,1,2,1,0
Miguel Raúl Justiniano,Posición: Volante ,Edad: 37 ,"Lugar de nacimiento: Santa Cruz, Bolivia ",Altura: 1.69m ,0.0,NoDisp,"
Estadísticas 2005/06 ",Bolívar,Lib,1,0,0,0,0,0,2,0,0,0
Miguel Raúl Justiniano,Posición: Volante ,Edad: 37 ,"Lugar de nacimiento: Santa Cruz, Bolivia ",Altura: 1.69m ,0.0,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",Lib,1,0,0,0,0,0,2,0,0,0
Joel Wilson Escalante,Número: 12 ,Posición: Volante ,Fecha de nacimiento: 29/may/1995 ,"Lugar de nacimiento: Santa Cruz, Honduras ",0.0,NoDisp,"
Estadísticas 2012/13 ",Olímpia (H),Conc CL,1,1,0,0,0,0,0,1,0,0
Joel Wilson Escalante,Número: 12 ,Posición: Volante ,Fecha de nacimiento: 29/may/1995 ,"Lugar de nacimiento: Santa Cruz, Honduras ",0.0,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",Conc CL,1,1,0,0,0,0,0,1,0,0
Lorigo Álvarez,Número: 4 ,Posición: Defensa ,Fecha de nacimiento: 29/jun/1978 ,"Lugar de nacimiento: Santa Cruz, Bolivia ",0.0,NoDisp,"
Estadísticas 2004/05 ",Bolivia,Copa Am,3,0,0,0,2,1,0,1,0,0
Lorigo Álvarez,Número: 4 ,Posición: Defensa ,Fecha de nacimiento: 29/jun/1978 ,"Lugar de nacimiento: Santa Cruz, Bolivia ",0.0,NoDisp,Glosario ,"
						PI: Partidos Iniciados, SB: Substituto, G: Goles, GC: Asistencias, D: Disparos, DA: Disparos al arco, TA: Tarjetas Amarillas, TR: Tarjetas Rojas, FC: Faltas Cometidas, FR: Faltas Recibidas, AT: Atajadas, De: Fuera de Juego, G: Ganados, E: Empates, D: Derrotas
					",Copa Am,3,0,0,0,2,1,0,1,0,0
Ronald Raldes,Número: 6 ,Posición: Defensa ,Fecha de nacimiento: 20/abr/1981 ,"Lugar de nacimiento: Santa Cruz, Bolivia ",Altura: 1.80m ,Peso: 77 kg ,"
Estadísticas 2005/06 ",Rosario Central,Lib,6,0,0,0,0,0,6,5,1,1
Ronald Raldes,Número: 6 ,Posición: Defensa ,Fecha de nacimiento: 20/abr/1981 ,"Lugar de nacimiento: Santa Cruz, Bolivia ",Altura: 1.80m ,Peso: 77 kg ,"
Estadísticas 2005/06 ",Rosario Central,Sud,4,0,0,0,0,0,4,3,0,0
Ronald Raldes,Número: 6 ,Posición: Defensa ,Fecha de nacimiento: 20/abr/1981 ,"Lugar de nacimiento: Santa Cruz, Bolivia ",Altura: 1.80m ,Peso: 77 kg ,"
Estadísticas 2004/05 ",Bolivia,Copa Am,3,0,0,0,2,1,0,1,0,0
